Date,Yield
1962-12-11,3.890000104904175
1962-12-12,3.880000114440918
1962-12-13,3.880000114440918
1962-12-14,3.869999885559082
1962-12-17,3.8499999046325684
1962-12-18,3.8299999237060547
1962-12-19,3.8399999141693115
1962-12-20,3.8299999237060547
1962-12-21,3.809999942779541
1962-12-24,3.7899999618530273
1962-12-26,3.7899999618530273
1962-12-27,3.809999942779541
1962-12-28,3.8399999141693115
1962-12-31,3.8499999046325684
1963-01-02,3.819999933242798
1963-01-03,3.809999942779541
1963-01-04,3.8399999141693115
1963-01-07,3.8299999237060547
1963-01-08,3.809999942779541
1963-01-09,3.819999933242798
1963-01-10,3.809999942779541
1963-01-11,3.799999952316284
1963-01-14,3.809999942779541
1963-01-15,3.799999952316284
1963-01-16,3.799999952316284
1963-01-17,3.819999933242798
1963-01-18,3.8399999141693115
1963-01-21,3.8499999046325684
1963-01-22,3.859999895095825
1963-01-23,3.859999895095825
1963-01-24,3.859999895095825
1963-01-25,3.8499999046325684
1963-01-28,3.859999895095825
1963-01-29,3.859999895095825
1963-01-30,3.859999895095825
1963-01-31,3.869999885559082
1963-02-01,3.880000114440918
1963-02-04,3.890000104904175
1963-02-05,3.9000000953674316
1963-02-06,3.9100000858306885
1963-02-07,3.9100000858306885
1963-02-08,3.9100000858306885
1963-02-11,3.9200000762939453
1963-02-13,3.9200000762939453
1963-02-14,3.9100000858306885
1963-02-15,3.9100000858306885
1963-02-18,3.9100000858306885
1963-02-19,3.930000066757202
1963-02-20,3.940000057220459
1963-02-21,3.950000047683716
1963-02-25,3.950000047683716
1963-02-26,3.950000047683716
1963-02-27,3.950000047683716
1963-02-28,3.940000057220459
1963-03-01,3.930000066757202
1963-03-04,3.9200000762939453
1963-03-05,3.9200000762939453
1963-03-06,3.9100000858306885
1963-03-07,3.9200000762939453
1963-03-08,3.9200000762939453
1963-03-11,3.9200000762939453
1963-03-12,3.9200000762939453
1963-03-13,3.9200000762939453
1963-03-14,3.9200000762939453
1963-03-15,3.9200000762939453
1963-03-18,3.9200000762939453
1963-03-19,3.9200000762939453
1963-03-20,3.9200000762939453
1963-03-21,3.9200000762939453
1963-03-22,3.930000066757202
1963-03-25,3.940000057220459
1963-03-26,3.9600000381469727
1963-03-27,3.9600000381469727
1963-03-28,3.9600000381469727
1963-03-29,3.950000047683716
1963-04-01,3.950000047683716
1963-04-02,3.9600000381469727
1963-04-03,3.9600000381469727
1963-04-04,3.950000047683716
1963-04-05,3.950000047683716
1963-04-08,3.9700000286102295
1963-04-09,3.9800000190734863
1963-04-10,4.0
1963-04-11,4.0
1963-04-15,4.010000228881836
1963-04-16,4.0
1963-04-17,4.0
1963-04-18,3.990000009536743
1963-04-19,3.9700000286102295
1963-04-22,3.9700000286102295
1963-04-23,3.9700000286102295
1963-04-24,3.9600000381469727
1963-04-25,3.950000047683716
1963-04-26,3.950000047683716
1963-04-29,3.950000047683716
1963-04-30,3.950000047683716
1963-05-01,3.940000057220459
1963-05-02,3.940000057220459
1963-05-03,3.930000066757202
1963-05-06,3.9200000762939453
1963-05-07,3.9100000858306885
1963-05-08,3.9200000762939453
1963-05-09,3.930000066757202
1963-05-10,3.930000066757202
1963-05-13,3.9200000762939453
1963-05-14,3.9100000858306885
1963-05-15,3.9100000858306885
1963-05-16,3.9000000953674316
1963-05-17,3.9200000762939453
1963-05-20,3.930000066757202
1963-05-21,3.9200000762939453
1963-05-22,3.9200000762939453
1963-05-23,3.930000066757202
1963-05-24,3.950000047683716
1963-05-27,3.950000047683716
1963-05-28,3.9600000381469727
1963-05-29,3.9600000381469727
1963-05-31,3.9600000381469727
1963-06-03,3.9800000190734863
1963-06-04,3.9800000190734863
1963-06-05,3.9800000190734863
1963-06-06,3.990000009536743
1963-06-07,3.990000009536743
1963-06-10,3.990000009536743
1963-06-11,3.9800000190734863
1963-06-12,3.990000009536743
1963-06-13,3.990000009536743
1963-06-14,3.990000009536743
1963-06-17,4.0
1963-06-18,4.0
1963-06-19,4.0
1963-06-20,4.0
1963-06-21,4.0
1963-06-24,4.0
1963-06-25,4.0
1963-06-26,4.0
1963-06-27,4.0
1963-06-28,4.0
1963-07-01,4.010000228881836
1963-07-02,4.03000020980835
1963-07-03,4.03000020980835
1963-07-05,4.039999961853027
1963-07-08,4.050000190734863
1963-07-09,4.039999961853027
1963-07-10,4.03000020980835
1963-07-11,4.039999961853027
1963-07-12,4.03000020980835
1963-07-15,4.019999980926514
1963-07-16,4.019999980926514
1963-07-17,4.03000020980835
1963-07-18,4.019999980926514
1963-07-19,4.019999980926514
1963-07-22,4.019999980926514
1963-07-23,4.019999980926514
1963-07-24,4.010000228881836
1963-07-25,4.010000228881836
1963-07-26,3.990000009536743
1963-07-29,3.990000009536743
1963-07-30,4.0
1963-07-31,4.0
1963-08-01,3.990000009536743
1963-08-02,3.990000009536743
1963-08-05,3.990000009536743
1963-08-06,4.0
1963-08-07,4.010000228881836
1963-08-08,4.0
1963-08-09,4.0
1963-08-12,4.010000228881836
1963-08-13,4.019999980926514
1963-08-14,4.019999980926514
1963-08-15,4.010000228881836
1963-08-16,4.0
1963-08-19,3.990000009536743
1963-08-20,3.990000009536743
1963-08-21,4.0
1963-08-22,4.0
1963-08-23,4.0
1963-08-26,4.0
1963-08-27,4.0
1963-08-28,4.0
1963-08-29,4.010000228881836
1963-08-30,4.019999980926514
1963-09-03,4.03000020980835
1963-09-04,4.039999961853027
1963-09-05,4.079999923706055
1963-09-06,4.090000152587891
1963-09-09,4.090000152587891
1963-09-10,4.090000152587891
1963-09-11,4.090000152587891
1963-09-12,4.090000152587891
1963-09-13,4.090000152587891
1963-09-16,4.090000152587891
1963-09-17,4.090000152587891
1963-09-18,4.079999923706055
1963-09-19,4.079999923706055
1963-09-20,4.070000171661377
1963-09-23,4.070000171661377
1963-09-24,4.079999923706055
1963-09-25,4.079999923706055
1963-09-26,4.079999923706055
1963-09-27,4.070000171661377
1963-09-30,4.070000171661377
1963-10-01,4.070000171661377
1963-10-02,4.070000171661377
1963-10-03,4.070000171661377
1963-10-04,4.079999923706055
1963-10-07,4.079999923706055
1963-10-08,4.090000152587891
1963-10-09,4.099999904632568
1963-10-10,4.099999904632568
1963-10-11,4.099999904632568
1963-10-14,4.099999904632568
1963-10-15,4.110000133514404
1963-10-16,4.110000133514404
1963-10-17,4.119999885559082
1963-10-18,4.119999885559082
1963-10-21,4.119999885559082
1963-10-22,4.110000133514404
1963-10-23,4.119999885559082
1963-10-24,4.110000133514404
1963-10-25,4.119999885559082
1963-10-28,4.119999885559082
1963-10-29,4.130000114440918
1963-10-30,4.139999866485596
1963-10-31,4.150000095367432
1963-11-01,4.150000095367432
1963-11-04,4.150000095367432
1963-11-06,4.170000076293945
1963-11-07,4.170000076293945
1963-11-08,4.159999847412109
1963-11-12,4.159999847412109
1963-11-13,4.150000095367432
1963-11-14,4.119999885559082
1963-11-15,4.110000133514404
1963-11-18,4.110000133514404
1963-11-19,4.099999904632568
1963-11-20,4.090000152587891
1963-11-21,4.099999904632568
1963-11-22,4.090000152587891
1963-11-26,4.079999923706055
1963-11-27,4.079999923706055
1963-11-29,4.079999923706055
1963-12-02,4.090000152587891
1963-12-03,4.099999904632568
1963-12-04,4.099999904632568
1963-12-05,4.110000133514404
1963-12-06,4.110000133514404
1963-12-09,4.099999904632568
1963-12-10,4.099999904632568
1963-12-11,4.119999885559082
1963-12-12,4.119999885559082
1963-12-13,4.130000114440918
1963-12-16,4.150000095367432
1963-12-17,4.150000095367432
1963-12-18,4.150000095367432
1963-12-19,4.139999866485596
1963-12-20,4.150000095367432
1963-12-23,4.150000095367432
1963-12-24,4.150000095367432
1963-12-26,4.150000095367432
1963-12-27,4.150000095367432
1963-12-30,4.139999866485596
1963-12-31,4.139999866485596
1964-01-02,4.139999866485596
1964-01-03,4.150000095367432
1964-01-06,4.159999847412109
1964-01-07,4.150000095367432
1964-01-08,4.179999828338623
1964-01-09,4.179999828338623
1964-01-10,4.179999828338623
1964-01-13,4.179999828338623
1964-01-14,4.179999828338623
1964-01-15,4.179999828338623
1964-01-16,4.170000076293945
1964-01-17,4.170000076293945
1964-01-20,4.159999847412109
1964-01-21,4.159999847412109
1964-01-22,4.159999847412109
1964-01-23,4.159999847412109
1964-01-24,4.179999828338623
1964-01-27,4.179999828338623
1964-01-28,4.170000076293945
1964-01-29,4.170000076293945
1964-01-30,4.159999847412109
1964-01-31,4.150000095367432
1964-02-03,4.150000095367432
1964-02-04,4.150000095367432
1964-02-05,4.150000095367432
1964-02-06,4.139999866485596
1964-02-07,4.139999866485596
1964-02-10,4.139999866485596
1964-02-11,4.139999866485596
1964-02-13,4.130000114440918
1964-02-14,4.130000114440918
1964-02-17,4.130000114440918
1964-02-18,4.139999866485596
1964-02-19,4.139999866485596
1964-02-20,4.139999866485596
1964-02-24,4.150000095367432
1964-02-25,4.150000095367432
1964-02-26,4.150000095367432
1964-02-27,4.170000076293945
1964-02-28,4.179999828338623
1964-03-02,4.170000076293945
1964-03-03,4.179999828338623
1964-03-04,4.190000057220459
1964-03-05,4.190000057220459
1964-03-06,4.190000057220459
1964-03-09,4.199999809265137
1964-03-10,4.199999809265137
1964-03-11,4.210000038146973
1964-03-12,4.210000038146973
1964-03-13,4.21999979019165
1964-03-16,4.210000038146973
1964-03-17,4.21999979019165
1964-03-18,4.230000019073486
1964-03-19,4.239999771118164
1964-03-20,4.25
1964-03-23,4.25
1964-03-24,4.260000228881836
1964-03-25,4.260000228881836
1964-03-26,4.25
1964-03-30,4.25
1964-03-31,4.230000019073486
1964-04-01,4.230000019073486
1964-04-02,4.239999771118164
1964-04-03,4.25
1964-04-06,4.25
1964-04-07,4.25
1964-04-08,4.21999979019165
1964-04-09,4.21999979019165
1964-04-10,4.21999979019165
1964-04-13,4.230000019073486
1964-04-14,4.239999771118164
1964-04-15,4.230000019073486
1964-04-16,4.230000019073486
1964-04-17,4.239999771118164
1964-04-20,4.239999771118164
1964-04-21,4.230000019073486
1964-04-22,4.230000019073486
1964-04-23,4.230000019073486
1964-04-24,4.230000019073486
1964-04-27,4.230000019073486
1964-04-28,4.230000019073486
1964-04-29,4.21999979019165
1964-04-30,4.21999979019165
1964-05-01,4.21999979019165
1964-05-04,4.21999979019165
1964-05-05,4.21999979019165
1964-05-06,4.21999979019165
1964-05-07,4.21999979019165
1964-05-08,4.199999809265137
1964-05-11,4.190000057220459
1964-05-12,4.190000057220459
1964-05-13,4.190000057220459
1964-05-14,4.190000057220459
1964-05-15,4.190000057220459
1964-05-18,4.190000057220459
1964-05-19,4.190000057220459
1964-05-20,4.199999809265137
1964-05-21,4.199999809265137
1964-05-22,4.199999809265137
1964-05-25,4.190000057220459
1964-05-26,4.190000057220459
1964-05-27,4.199999809265137
1964-05-28,4.190000057220459
1964-06-01,4.190000057220459
1964-06-02,4.190000057220459
1964-06-03,4.190000057220459
1964-06-04,4.190000057220459
1964-06-05,4.179999828338623
1964-06-08,4.179999828338623
1964-06-09,4.170000076293945
1964-06-10,4.170000076293945
1964-06-11,4.179999828338623
1964-06-12,4.179999828338623
1964-06-15,4.179999828338623
1964-06-16,4.179999828338623
1964-06-17,4.179999828338623
1964-06-18,4.170000076293945
1964-06-19,4.159999847412109
1964-06-22,4.150000095367432
1964-06-23,4.150000095367432
1964-06-24,4.150000095367432
1964-06-25,4.150000095367432
1964-06-26,4.150000095367432
1964-06-29,4.150000095367432
1964-06-30,4.150000095367432
1964-07-01,4.150000095367432
1964-07-02,4.150000095367432
1964-07-06,4.159999847412109
1964-07-07,4.150000095367432
1964-07-08,4.150000095367432
1964-07-09,4.179999828338623
1964-07-10,4.190000057220459
1964-07-13,4.190000057220459
1964-07-14,4.190000057220459
1964-07-15,4.190000057220459
1964-07-16,4.190000057220459
1964-07-17,4.199999809265137
1964-07-20,4.210000038146973
1964-07-21,4.199999809265137
1964-07-22,4.210000038146973
1964-07-23,4.199999809265137
1964-07-24,4.199999809265137
1964-07-27,4.199999809265137
1964-07-28,4.199999809265137
1964-07-29,4.199999809265137
1964-07-30,4.190000057220459
1964-07-31,4.190000057220459
1964-08-03,4.190000057220459
1964-08-04,4.190000057220459
1964-08-05,4.190000057220459
1964-08-06,4.179999828338623
1964-08-07,4.190000057220459
1964-08-10,4.190000057220459
1964-08-11,4.199999809265137
1964-08-12,4.199999809265137
1964-08-13,4.190000057220459
1964-08-14,4.190000057220459
1964-08-17,4.190000057220459
1964-08-18,4.190000057220459
1964-08-19,4.190000057220459
1964-08-20,4.190000057220459
1964-08-21,4.190000057220459
1964-08-24,4.190000057220459
1964-08-25,4.199999809265137
1964-08-26,4.199999809265137
1964-08-27,4.199999809265137
1964-08-28,4.210000038146973
1964-08-31,4.210000038146973
1964-09-01,4.210000038146973
1964-09-02,4.21999979019165
1964-09-03,4.21999979019165
1964-09-04,4.21999979019165
1964-09-08,4.21999979019165
1964-09-09,4.21999979019165
1964-09-10,4.21999979019165
1964-09-11,4.21999979019165
1964-09-14,4.21999979019165
1964-09-15,4.21999979019165
1964-09-16,4.210000038146973
1964-09-17,4.199999809265137
1964-09-18,4.199999809265137
1964-09-21,4.190000057220459
1964-09-22,4.190000057220459
1964-09-23,4.190000057220459
1964-09-24,4.190000057220459
1964-09-25,4.190000057220459
1964-09-28,4.170000076293945
1964-09-29,4.179999828338623
1964-09-30,4.179999828338623
1964-10-01,4.179999828338623
1964-10-02,4.179999828338623
1964-10-05,4.199999809265137
1964-10-06,4.190000057220459
1964-10-07,4.190000057220459
1964-10-08,4.190000057220459
1964-10-09,4.190000057220459
1964-10-13,4.190000057220459
1964-10-14,4.190000057220459
1964-10-15,4.199999809265137
1964-10-16,4.210000038146973
1964-10-19,4.210000038146973
1964-10-20,4.199999809265137
1964-10-21,4.190000057220459
1964-10-22,4.190000057220459
1964-10-23,4.190000057220459
1964-10-26,4.190000057220459
1964-10-27,4.179999828338623
1964-10-28,4.170000076293945
1964-10-29,4.159999847412109
1964-10-30,4.159999847412109
1964-11-02,4.150000095367432
1964-11-04,4.150000095367432
1964-11-05,4.150000095367432
1964-11-06,4.150000095367432
1964-11-09,4.150000095367432
1964-11-10,4.139999866485596
1964-11-12,4.119999885559082
1964-11-13,4.130000114440918
1964-11-16,4.130000114440918
1964-11-17,4.139999866485596
1964-11-18,4.139999866485596
1964-11-19,4.130000114440918
1964-11-20,4.130000114440918
1964-11-23,4.179999828338623
1964-11-24,4.179999828338623
1964-11-25,4.190000057220459
1964-11-27,4.190000057220459
1964-11-30,4.199999809265137
1964-12-01,4.199999809265137
1964-12-02,4.190000057220459
1964-12-03,4.179999828338623
1964-12-04,4.179999828338623
1964-12-07,4.170000076293945
1964-12-08,4.159999847412109
1964-12-09,4.159999847412109
1964-12-10,4.150000095367432
1964-12-11,4.150000095367432
1964-12-14,4.159999847412109
1964-12-15,4.170000076293945
1964-12-16,4.179999828338623
1964-12-17,4.179999828338623
1964-12-18,4.190000057220459
1964-12-21,4.179999828338623
1964-12-22,4.179999828338623
1964-12-23,4.190000057220459
1964-12-24,4.190000057220459
1964-12-28,4.190000057220459
1964-12-29,4.190000057220459
1964-12-30,4.199999809265137
1964-12-31,4.210000038146973
1965-01-04,4.199999809265137
1965-01-05,4.199999809265137
1965-01-06,4.199999809265137
1965-01-07,4.199999809265137
1965-01-08,4.199999809265137
1965-01-11,4.199999809265137
1965-01-12,4.190000057220459
1965-01-13,4.190000057220459
1965-01-14,4.190000057220459
1965-01-15,4.190000057220459
1965-01-18,4.190000057220459
1965-01-19,4.179999828338623
1965-01-20,4.179999828338623
1965-01-21,4.170000076293945
1965-01-22,4.170000076293945
1965-01-25,4.179999828338623
1965-01-26,4.190000057220459
1965-01-27,4.190000057220459
1965-01-28,4.190000057220459
1965-01-29,4.190000057220459
1965-02-01,4.199999809265137
1965-02-02,4.199999809265137
1965-02-03,4.199999809265137
1965-02-04,4.210000038146973
1965-02-05,4.21999979019165
1965-02-08,4.210000038146973
1965-02-09,4.210000038146973
1965-02-10,4.210000038146973
1965-02-11,4.210000038146973
1965-02-15,4.21999979019165
1965-02-16,4.210000038146973
1965-02-17,4.210000038146973
1965-02-18,4.210000038146973
1965-02-19,4.21999979019165
1965-02-23,4.210000038146973
1965-02-24,4.21999979019165
1965-02-25,4.210000038146973
1965-02-26,4.21999979019165
1965-03-01,4.21999979019165
1965-03-02,4.239999771118164
1965-03-03,4.230000019073486
1965-03-04,4.21999979019165
1965-03-05,4.230000019073486
1965-03-08,4.230000019073486
1965-03-09,4.230000019073486
1965-03-10,4.230000019073486
1965-03-11,4.21999979019165
1965-03-12,4.21999979019165
1965-03-15,4.210000038146973
1965-03-16,4.210000038146973
1965-03-17,4.199999809265137
1965-03-18,4.199999809265137
1965-03-19,4.199999809265137
1965-03-22,4.190000057220459
1965-03-23,4.190000057220459
1965-03-24,4.179999828338623
1965-03-25,4.190000057220459
1965-03-26,4.199999809265137
1965-03-29,4.199999809265137
1965-03-30,4.199999809265137
1965-03-31,4.199999809265137
1965-04-01,4.199999809265137
1965-04-02,4.199999809265137
1965-04-05,4.199999809265137
1965-04-06,4.199999809265137
1965-04-07,4.199999809265137
1965-04-08,4.190000057220459
1965-04-09,4.199999809265137
1965-04-12,4.199999809265137
1965-04-13,4.199999809265137
1965-04-14,4.190000057220459
1965-04-15,4.199999809265137
1965-04-19,4.210000038146973
1965-04-20,4.210000038146973
1965-04-21,4.210000038146973
1965-04-22,4.210000038146973
1965-04-23,4.210000038146973
1965-04-26,4.210000038146973
1965-04-27,4.210000038146973
1965-04-28,4.210000038146973
1965-04-29,4.210000038146973
1965-04-30,4.210000038146973
1965-05-03,4.210000038146973
1965-05-04,4.199999809265137
1965-05-05,4.199999809265137
1965-05-06,4.199999809265137
1965-05-07,4.199999809265137
1965-05-10,4.199999809265137
1965-05-11,4.199999809265137
1965-05-12,4.199999809265137
1965-05-13,4.210000038146973
1965-05-14,4.210000038146973
1965-05-17,4.210000038146973
1965-05-18,4.21999979019165
1965-05-19,4.21999979019165
1965-05-20,4.21999979019165
1965-05-21,4.21999979019165
1965-05-24,4.21999979019165
1965-05-25,4.21999979019165
1965-05-26,4.21999979019165
1965-05-27,4.21999979019165
1965-05-28,4.230000019073486
1965-06-01,4.230000019073486
1965-06-02,4.230000019073486
1965-06-03,4.230000019073486
1965-06-04,4.230000019073486
1965-06-07,4.230000019073486
1965-06-08,4.230000019073486
1965-06-09,4.230000019073486
1965-06-10,4.230000019073486
1965-06-11,4.230000019073486
1965-06-14,4.210000038146973
1965-06-15,4.210000038146973
1965-06-16,4.210000038146973
1965-06-17,4.210000038146973
1965-06-18,4.210000038146973
1965-06-21,4.199999809265137
1965-06-22,4.199999809265137
1965-06-23,4.199999809265137
1965-06-24,4.190000057220459
1965-06-25,4.190000057220459
1965-06-28,4.190000057220459
1965-06-29,4.199999809265137
1965-06-30,4.199999809265137
1965-07-01,4.199999809265137
1965-07-02,4.210000038146973
1965-07-06,4.210000038146973
1965-07-07,4.210000038146973
1965-07-08,4.199999809265137
1965-07-09,4.210000038146973
1965-07-12,4.210000038146973
1965-07-13,4.210000038146973
1965-07-14,4.210000038146973
1965-07-15,4.199999809265137
1965-07-16,4.199999809265137
1965-07-19,4.199999809265137
1965-07-20,4.199999809265137
1965-07-21,4.199999809265137
1965-07-22,4.199999809265137
1965-07-23,4.199999809265137
1965-07-26,4.199999809265137
1965-07-27,4.199999809265137
1965-07-28,4.199999809265137
1965-07-29,4.210000038146973
1965-07-30,4.21999979019165
1965-08-02,4.21999979019165
1965-08-03,4.21999979019165
1965-08-04,4.230000019073486
1965-08-05,4.230000019073486
1965-08-06,4.239999771118164
1965-08-09,4.239999771118164
1965-08-10,4.239999771118164
1965-08-11,4.25
1965-08-12,4.25
1965-08-13,4.25
1965-08-16,4.260000228881836
1965-08-17,4.269999980926514
1965-08-18,4.260000228881836
1965-08-19,4.260000228881836
1965-08-20,4.260000228881836
1965-08-23,4.260000228881836
1965-08-24,4.269999980926514
1965-08-25,4.260000228881836
1965-08-26,4.269999980926514
1965-08-27,4.269999980926514
1965-08-30,4.269999980926514
1965-08-31,4.269999980926514
1965-09-01,4.28000020980835
1965-09-02,4.28000020980835
1965-09-03,4.269999980926514
1965-09-07,4.269999980926514
1965-09-08,4.269999980926514
1965-09-09,4.269999980926514
1965-09-10,4.28000020980835
1965-09-13,4.28000020980835
1965-09-14,4.28000020980835
1965-09-15,4.28000020980835
1965-09-16,4.269999980926514
1965-09-17,4.269999980926514
1965-09-20,4.269999980926514
1965-09-21,4.28000020980835
1965-09-22,4.289999961853027
1965-09-23,4.300000190734863
1965-09-24,4.309999942779541
1965-09-27,4.309999942779541
1965-09-28,4.329999923706055
1965-09-29,4.360000133514404
1965-09-30,4.349999904632568
